#LAMMPS data file for linear chains
100 atoms
99 bonds
2 atom types
1 bond types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1.000000
2 1.000000

Atoms

   1      1      1   0.00     0.000000     0.000000     0.000000
   2      1      1   0.00    -0.706273     0.148432    -0.692204
   3      1      1   0.00    -0.819078    -0.734203    -1.078378
   4      1      1   0.00    -1.420776    -0.916233    -1.817110
   5      1      1   0.00    -1.764111    -0.296234    -2.479396
   6      1      1   0.00    -2.062957     0.437981    -3.038430
   7      1      1   0.00    -2.447458     1.179142    -3.532129
   8      1      1   0.00    -2.634894     1.158178    -2.580642
   9      1      1   0.00    -3.382167     1.763726    -2.706322
  10      1      1   0.00    -4.123138     2.251095    -2.313470
  11      1      1   0.00    -3.536883     1.766613    -1.711404
  12      1      1   0.00    -2.906815     1.989068    -2.414560
  13      1      1   0.00    -3.619563     1.985490    -3.072494
  14      1      1   0.00    -3.381001     1.149869    -3.503455
  15      1      1   0.00    -2.621316     0.552099    -3.583757
  16      1      1   0.00    -2.799048     0.460855    -2.634554
  17      1      1   0.00    -3.468311     0.920335    -3.165464
  18      1      1   0.00    -3.708153    -0.012407    -3.049843
  19      1      1   0.00    -3.379984    -0.582623    -3.762625
  20      1      1   0.00    -3.706955     0.330333    -3.785010
  21      1      1   0.00    -4.424834     0.055952    -4.376842
  22      1      1   0.00    -3.763132    -0.599269    -4.105296
  23      1      1   0.00    -3.033972    -0.009846    -4.353905
  24      1      1   0.00    -2.278605    -0.312127    -3.825750
  25      1      1   0.00    -2.708525    -1.085393    -4.223404
  26      1      1   0.00    -2.086033    -1.289742    -3.508110
  27      1      1   0.00    -1.606208    -1.542169    -4.312441
  28      1      1   0.00    -1.014989    -1.873758    -3.618605
  29      1      1   0.00    -0.159262    -1.516596    -3.333883
  30      1      1   0.00     0.704271    -1.128583    -3.545204
  31      1      1   0.00     0.782162    -0.382293    -4.159928
  32      1      1   0.00     0.456982    -0.686167    -5.021797
  33      1      1   0.00     1.385820    -0.955088    -5.098230
  34      1      1   0.00     1.634888    -1.853404    -5.366360
  35      1      1   0.00     2.365014    -1.971504    -4.738770
  36      1      1   0.00     2.988734    -2.319566    -4.082473
  37      1      1   0.00     3.346669    -1.663757    -3.463847
  38      1      1   0.00     3.107164    -2.309866    -2.781147
  39      1      1   0.00     3.936511    -2.787912    -2.937845
  40      1      1   0.00     4.430888    -2.601365    -2.124401
  41      1      1   0.00     4.731286    -3.019399    -1.302264
  42      1      1   0.00     5.222019    -2.319345    -0.844001
  43      1      1   0.00     5.602445    -1.431396    -0.931874
  44      1      1   0.00     5.978205    -0.812596    -1.577468
  45      1      1   0.00     6.238658    -1.582671    -2.106665
  46      1      1   0.00     6.693024    -2.178632    -1.490807
  47      1      1   0.00     7.538106    -2.582427    -1.743169
  48      1      1   0.00     8.302909    -2.585061    -1.146538
  49      1      1   0.00     7.977593    -3.147003    -0.425919
  50      1      1   0.00     8.466017    -3.459105    -1.203694
  51      1      2   0.00     9.112344    -3.758683    -1.862036
  52      1      2   0.00     8.375148    -4.361229    -2.047460
  53      1      2   0.00     7.786288    -3.915311    -2.676190
  54      1      2   0.00     8.363970    -3.627188    -3.400185
  55      1      2   0.00     8.430549    -2.762649    -2.965399
  56      1      2   0.00     8.848033    -1.995402    -3.387227
  57      1      2   0.00     9.193503    -2.346077    -4.223037
  58      1      2   0.00     9.899137    -2.162757    -4.862861
  59      1      2   0.00    10.847275    -2.245170    -4.675398
  60      1      2   0.00    10.837787    -3.140363    -5.048814
  61      1      2   0.00    11.660305    -3.601967    -5.275275
  62      1      2   0.00    11.892803    -3.375629    -6.189395
  63      1      2   0.00    11.336068    -3.966423    -6.720345
  64      1      2   0.00    11.525984    -3.048378    -6.969393
  65      1      2   0.00    11.270207    -2.556780    -6.173271
  66      1      2   0.00    10.609089    -2.507390    -6.881356
  67      1      2   0.00    10.625551    -3.477056    -6.861965
  68      1      2   0.00    10.530704    -4.048219    -7.640218
  69      1      2   0.00    10.473233    -4.726525    -6.949206
  70      1      2   0.00    10.989982    -5.189553    -6.271359
  71      1      2   0.00    10.222898    -5.067717    -5.690291
  72      1      2   0.00     9.976376    -5.462357    -4.839183
  73      1      2   0.00    10.497715    -6.152839    -5.277748
  74      1      2   0.00    10.042627    -6.627138    -4.564421
  75      1      2   0.00    10.207975    -6.782437    -3.621319
  76      1      2   0.00     9.693906    -6.309416    -2.948353
  77      1      2   0.00    10.326282    -6.174643    -2.225279
  78      1      2   0.00     9.764182    -5.385956    -2.279282
  79      1      2   0.00     9.414941    -4.656766    -1.743360
  80      1      2   0.00     8.994992    -3.902333    -1.301350
  81      1      2   0.00     9.256414    -4.096752    -0.387698
  82      1      2   0.00     9.947792    -3.569092     0.041805
  83      1      2   0.00     9.357989    -4.116803     0.583141
  84      1      2   0.00     9.376751    -3.270872     1.057429
  85      1      2   0.00    10.008684    -2.889844     1.687015
  86      1      2   0.00     9.216075    -2.331313     1.713700
  87      1      2   0.00     9.969611    -2.068896     1.162139
  88      1      2   0.00    10.420173    -1.615771     0.432364
  89      1      2   0.00    11.280245    -1.270317     0.718437
  90      1      2   0.00    11.478866    -0.479931     1.244497
  91      1      2   0.00    10.836717    -0.487562     0.517527
  92      1      2   0.00    10.110838    -1.125048     0.430286
  93      1      2   0.00     9.738307    -0.565940     1.129942
  94      1      2   0.00    10.566967    -0.065972     1.195173
  95      1      2   0.00    11.279719    -0.021352     0.538748
  96      1      2   0.00    10.936493     0.825429     0.864412
  97      1      2   0.00    10.374726     0.412361     0.190104
  98      1      2   0.00    10.918193     1.025368    -0.329285
  99      1      2   0.00    10.271641     0.399519    -0.691479
 100      1      2   0.00     9.687558    -0.211294    -0.215397

Bonds

   1      1      2      3
   2      1      3      4
   3      1      4      5
   4      1      5      6
   5      1      6      7
